,キャラ名,台詞,メイア表情,一人表示,二人表示・A,二人表示・B,背景・画面遷移,選択肢A,選択肢B,選択肢補足,画面効果,画像オブジェクト,エフェクト,BGM,SE,ボイス,備考,$
2923,クライン,「クッ……！」,,K-09,,,back-007,,,,Shake,,,,SE-004,V-2923,,$
2924,男,「ハハハッ！　なんだ、銀蝶隊ってこんな程度か！？」,,K-09,,,back-007,,,,,,,,,,,$
2925,クライン,「なろっ……らあっ！」,,K-09,,,back-007/SE_textout,,,,,,,,SE-036,V-2925,,$
2926,男,"「遅い遅い！　言っとくがな、俺は子供の血を多く飲んできたんだ。
女子供の血は美味くて力になるからなぁ……そこらの吸血鬼と一緒にされても困るんだよ」",,K-09,,,back-007,,,,,,,,,,,$
2927,クライン,「ぐ……！」,,K-09,,,back-007/SE_textout,,,,,,,,SE-036,V-2927,,$
2928,男,「もうそれは飽きたぜ。……っと！」,,K-09,,,back-007,,,,,,,,,,,$
2929,クライン,「うあっ……！」,,K-11,,,back-007,,,,,,,,SE-004,V-2929,,$
2930,メイア,「クラインッ！」,M-06/style_B,K-11,,,back-007,,,,,,,,,,,$
2931,クライン,「ぐ……クソッ……」,M-06/style_B,K-11,,,back-007,,,,,,,,,V-2931,,$
2932,メイア,"「クライン、大丈夫！？
怪我は……！」",M-04/style_B,K-11,,,back-007,,,,,,,,,,,$
2933,クライン,「ッ……いい！　平気だ！」,M-04/style_B,K-09,,,back-007,,,,,,,,,V-2933,,$
2934,メイア,「っ……！」,M-04/style_B,K-09,,,back-007,,,,,,,,,,,$
2935,クライン,「っち……やっぱ、使うしか無い……か」,M-04/style_B,K-08,,,back-007,,,,,,,,,V-2935,,$
2936,メイア,「……え……？」,M-05/style_B,K-08,,,back-007,,,,,N-object-011,,,SE-019,,,$
2937,クライン,「ッ！」,M-05/style_B,K-11,,,back-007,,,,,,,,,V-2937,,$
2938,クライン,「ぐうっ……！」,M-05/style_B,K-11,,,back-007,,,,,,,,SE-037,V-2938,,$
2939,メイア,「クライン！？」,M-06/style_B,K-11,,,back-007,,,,,,,,,,,$
2940,クライン,「ッ……は……っ……よし……いける！」,,K-08,,,back-007,,,,,,,,,V-2940,,$
2941,クライン,「――らあぁっ！」,,K-09,,,back-007,,,,,,,,,V-2941,,$
2942,男,"「が……ッ！？
こいつ、いきなり動きが……ッ」",,K-09,,,back-007,,,,,,,,SE-015,,,$
2943,クライン,「その程度かよ、吸血鬼！！」,,K-09,,,back-007,,,,,,,,,V-2943,,$
2944,男,"「ぐ、うぅっ……
折角、折角黄金の血にありつけたっていうのに……！」",,K-09,,,back-007,,,,efect-03,,,,SE-015,,,$
2945,メイア,「…………」,M-04/style_B,K-09,,,back-007,,,,,,,,SE-007,,,$
2946,クライン,"「……ッしゃ！
どうだ、クライン様に敵うわけねーだろ！！」",M-04/style_B,K-03,,,back-007,,,,,,,BGM-002/FO,,V-2946,,$
2947,メイア,「……クライン」,M-04/style_B,K-03,,,back-007,,,,,,,,,,,$
2948,クライン,"「あ……っメイア！
大丈夫か！？　ケガとか……」",M-04/style_B,K-05,,,back-007,,,,,,,BGM-006/CI,,V-2948,,$
2949,メイア,"「クライン、さっきの注射は何？
普通のものじゃなかったよね。あれは……」",M-07/style_B,K-05,,,back-007,,,,,,,,,,,$
2950,クライン,「あ、あれは……ただの栄養剤だよ」,M-07/style_B,K-07,,,back-007,,,,,,,,,V-2950,,$
2951,メイア,"「そんなわけないでしょ。
薬を打った後のクライン、明らかに様子がおかしかった。
あれじゃ、まるで……」",M-07/style_B,K-07,,,back-007,,,,,,,,,,,$
2952,クライン,"「――だーっ、いいだろ勝ったんだから！
おまえ、オレがいなかったら死んでたんだぞ！？」",M-07/style_B,K-08,,,back-007,,,,,,,,,V-2952,,$
2953,メイア,「そうだけど、でも……」,M-04/style_B,K-08,,,back-007,,,,,,,,,,,$
2954,クライン,"「それより、『黄金の血』ってなんだよ？
あんたのことをそう呼んでただろ」",M-04/style_B,K-08,,,back-007,,,,,,,,,V-2954,,$
2955,メイア,「……わからない。今初めて聞いたもの」,M-04/style_B,K-08,,,back-007,,,,,,,,,,,$
2956,クライン,"「……そうか。……血っていうんだから、吸血鬼に対して何かあるはずだよな。
若い女の血をそう呼ぶわけでもないし……」",M-04/style_B,K-10,,,back-007,,,,,,,,,V-2956,,$
2957,クライン,"「……ああ、分かんねえ……メイア、とりあえずあんたは今日は帰れよ。
精神的にも来てるだろ。休んだほうがいい」",M-04/style_B,K-07,,,back-007,,,,,,,,,V-2957,,$
2958,クライン,「送ってやるよ。周りに仲間がいるかもしれない」,M-04/style_B,K-02,,,back-007,,,,,,,,,V-2958,,$
2959,メイア,「あ……待って。私、手紙を出しに来て……」,M-01/style_B,K-02,,,back-007,,,,,,,,,,,$
714,クライン,「手紙ぃ？ ……ポストなら大通りだぞ」,M-01/style_B,K-07,,,back-007,,,,,,,,,V-0714,,$
715,メイア,"「そうなんだけど、直接投函してこいって。
それで、白い扉に『Close』の札がかかった建物を探してるの」",M-01/style_B,K-07,,,back-007,,,,,,,,,,,$
716,クライン,「白い扉って……あんたの後ろの、それか？」,M-01/style_B,K-07,,,back-007,,,,,,,,,V-0716,,$
717,メイア,「後ろって……ああっ！」,M-05/style_B,K-07,,,back-007,,,,,,,,,,,$
718,メイア,「色々あって気付かなかった……」,M-05/style_B,K-07,,,back-007,,,,,N-object-004,,,,,,$
719,クライン,「ここ、なんかの店なのか？　ここが開いてんの、オレ見たことねーけど」,M-05/style_B,K-05,,,back-007,,,,,,,,,V-0719,,$
720,メイア,「さあ……私も詳しいことはあまり……」,M-10/style_B,K-05,,,back-007,,,,,,,,,,,$
2960,クライン,「……これでいいだろ。行こうぜ、メイア」,M-10/style_B,K-01,,,back-007,,,,,,,,SE-018,V-2960,,$
2961,メイア,「あ……」,M-04/style_B,K-01,,,back-007,,,,,,,,,,,$
2962,メイア,（どうしよう。あの注射のこと気になるけど……）,M-04/style_B,K-01,,,back-007,,,,,,,,,,,$
,,,,,,,,話を聞く/KleinLove_lowdown,聞かないでおく,,,,,,,,,$
2963,メイア,「クライン。さっきの……」,M-04/style_B,K-01,,,back-007,,,Aonly,,,,,,,,$
2964,クライン,「……まだその話すんのかよ」,M-04/style_B,K-07,,,back-007,,,Aonly,,,,,,V-2964,,$
2965,クライン,「いいだろなんでも。あんたは助かったんだから」,M-04/style_B,K-08,,,back-007,,,Aonly,,,,,,V-2965,,$
2966,クライン,「そもそも、あんたに話すことじゃないだろ」,M-04/style_B,K-08,,,back-007,,,Aonly,,,,,,V-2966,,$
2967,メイア,「……そんな……」,M-10/style_B,K-08,,,back-007,,,Aonly,,,,,,,,$
2968,メイア,（クライン、頑なに話そうとしない……）,M-10/style_B,K-08,,,back-007,,,Aonly,,,,,,,,$
2969,メイア,「……うん。行こう」,M-01/style_B,K-01,,,back-007,,,Bonly,,,,,,,,$
2970,クライン,「ん」,M-01/style_B,K-01,,,back-007,,,Bonly,,,,,,V-2970,,$
2971a,メイア,「あ……ねえ、クライン」,M-01/style_B,K-08,,,back-007,,,Aonly,,,,,,,,$
2971b,メイア,「あ……ねえ、クライン」,M-01/style_B,K-01,,,back-007,,,Bonly,,,,,,,,$
2972,クライン,「なんだよ」,M-01/style_B,K-02,,,back-007,,,,,,,,,V-2972,,$
2973,メイア,"「ありがとう、助けてくれて。
……言うの忘れてた」",M-02/style_B,,,,back-007,,,,,,,,,,,$
2974,クライン,「……おう！」,M-02/style_B,K-03,,,back-007/FO,,,,,,,BGM-006/FO,,V-2974,,$
2975,リート,「……メイア？　帰ってきていたのか」,,L-01,,,back-015-night/FI,,,,,,,,,V-2975,,$
2976,メイア,「……あ、リートさん……」,M-01/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2977,メイア,「…………」,M-04/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2978,リート,「……どうした？」,M-04/style_A,L-03,,,back-015-night,,,,,,,,,V-2978,,$
2979,メイア,「……その……」,M-10/style_A,L-03,,,back-015-night,,,,,,,,,,,$
2980,メイア,「…………」,M-04/style_A,L-03,,,back-015-night,,,,,,,,,,,$
2981,リート,「……俺でいいなら、相談に乗るが」,M-04/style_A,L-01,,,back-015-night,,,,,,,,,V-2981,,$
2982,メイア,「え……」,M-05/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2983,リート,"「一人でそうして暗い顔をしているよりはいいだろう。
……勿論、お前が良ければ、だが」",M-05/style_A,L-01,,,back-015-night,,,,,,,,,V-2983,,$
2984,メイア,「そう、ですね……ありがとうございます」,M-02/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2985,メイア,「その、実は……クラインが……」,M-04/style_A,L-01,,,back-015-night/FO,,,,,,,,,,,$
2986,リート,「……そうか。薬……」,,L-01a,,,back-015-night/FI,,,,,,,BGM-016/CI,,V-2986,,$
2987,メイア,"「打つ前と後で明らかに動きが変わってて……
クライン自身も、いつもより怖い顔をしてたし……」",M-04/style_A,L-01a,,,back-015-night,,,,,,,,,,,$
2988,メイア,"「……何より、すごく頑なに隠そうとするんです。
あんなの、クラインらしくない……」",M-04/style_A,L-01a,,,back-015-night,,,,,,,,,,,$
2989,メイア,"「リートさん、クラインは……
クラインは、大丈夫なんでしょうか？」",M-04/style_A,L-01a,,,back-015-night,,,,,,,,,,,$
2990,リート,"「……すまないが、現段階では何も言えない。
情報が少なすぎるからな」",M-04/style_A,L-04,,,back-015-night,,,,,,,,,V-2990,,$
2991,メイア,「そう、ですよね……」,M-10/style_A,L-04,,,back-015-night,,,,,,,,,,,$
2992,リート,"「……少しこちらでも調べてみる。
そういったことに詳しい奴にあてがあるんだ。
……俺としても、銀蝶隊の動向は気になるからな」",M-10/style_A,L-01,,,back-015-night,,,,,,,,,V-2992,,$
2993,メイア,「……はい」,M-07/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2994,リート,"「メイア、お前は平気だったのか？
襲われたんだろう」",M-07/style_A,L-01,,,back-015-night,,,,,,,,,V-2994,,$
2995,メイア,「はい、大丈夫です」,M-01/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2996,リート,"「そうか。
念のため、今日は休んでおけ。料理は俺がやる」",M-01/style_A,L-01,,,back-015-night,,,,,,,,,V-2996,,$
2997,メイア,「……リートさん、料理できるんですか？」,M-05/style_A,L-01,,,back-015-night,,,,,,,,,,,$
2998,リート,「……多少は」,M-05/style_A,L-08,,,back-015-night,,,,,,,,,V-2998,,$
2999,メイア,「えっと……それじゃあ、お手伝いをお願いしてもいいですか」,M-01/style_A,L-08,,,back-015-night,,,,,,,,,,,$
3000,リート,「む……わかった」,M-01/style_A,L-03,,,back-015-night,,,,,,,,,V-3000,,$
3001,メイア,「ふふ……ありがとうございます！」,M-02/style_A,L-03,,,back-015-night/FO,,,,,,,BGM-016/FO,,,,$
799,クライン,「グレイさん、これ。今日の報告書」,,,K-01,,back-016/FI,,,,,,,BGM-007/CI,,V-0799,,$
800,グレイ,「ああ、おおきに。……んあ、今日は吸血鬼おったんか。それも街中に」,,,K-01,G-01,back-016,,,,,,,,,V-0800,,$
801,クライン,「オレが倒したんだぜ！ いつもと同じように、スパーっと鮮やかにな！」,,,K-03,G-01,back-016,,,,,,,,,V-0801,,$
802,グレイ,「ん、さよか。そらよかった。体の方も問題は無いようやな」,,,K-03,G-02,back-016,,,,,,,,,V-0802,,$
803,クライン,「おう！」,,,K-03,G-02,back-016,,,,,,,,,V-0803,,$
3002,クライン,「……それでさ、グレイさんにちょっと聞きたいことがあって」,,,K-02,G-02,back-016,,,,,,,,,V-3002,,$
3003,グレイ,「なんや珍しいな。言ってみ」,,,K-02,G-01,back-016,,,,,,,,,V-3003,,$
3004,クライン,「……『黄金の血』って何か、グレイさんはわかるか？」,,,K-02,G-01,back-016,,,,,,,,,V-3004,,$
3005,グレイ,「……それ、どこで聞いたん？」,,,K-02,G-03,back-016,,,,,,,,,V-3005,,$
3006,クライン,「今日、倒した吸血鬼が言ってたんだ。……メイアに……」,,,K-07,G-03,back-016,,,,,,,,,V-3006,,$
3007,グレイ,「…………」,,,K-07,G-03,back-016,,,,,,,,,V-3007,,$
3008,グレイ,「……さよか。それ、少し待ってもろうてええか？」,,,K-07,G-01,back-016,,,,,,,,,V-3008,,$
3009,グレイ,"「俺もそれは聞いたことがあらへん。
吸血鬼共にとって何か重要なことであるなら、全体に共有する必要がある」",,,K-07,G-01,back-016,,,,,,,,,V-3009,,$
3010,グレイ,"「何かわかったら教える。
教えてくれておおきに、クライン」",,,K-07,G-02,back-016,,,,,,,,,V-3010,,$
3011,クライン,「……ああ。よろしくな、グレイさん」,,,K-01,G-02,back-016/SE_textout,,,,,,,BGM-007/FO,,V-3011,,$
3012,グレイ,「……『黄金の血』……」,,G-03,,,back-016,,,,,,,,SE-021,V-3012,,$
3013,グレイ,「……ククッ。そうか……なるほどなあ」,,G-01,,,back-016,,,,,,,,,V-3013,,$
3014,グレイ,「……やっと。やな」,,G-01,,,back-016/FO,,,,,,,,,V-3014,,$
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
