,キャラ名,台詞,立ち絵・表情,背景,BGM,SE,ボイス,備考,$
1000,リート,「なんでもいい。何なら一人分、とびきり渋いものでも構わん」,L-01a,back-003,,,V-1000,,$
1001,テオドア,「それって僕の分？　もう、キミってそういうところあるよね」,T-04,back-003,,,V-1001,,$
1002,メイア,「ええと……お、お二人分ダージリンをご用意しますね」,M-04,back-003,,,,,$
,,,,,,,,フェードアウト,$
,,,,,,,,フェードイン,$
1003,テオドア,「……うん、美味しい！ キミは紅茶を淹れるのが上手なんだね」,T-02,back-005-sun,,,V-1003,,$
1004,メイア,「本当ですか？　ありがとうございます」,M-02,back-005-sun,,,,,$
1005,テオドア,「リートが羨ましいよ。毎日美味しい紅茶を飲めるんだから」,T-02,back-005-sun,,,V-1005,,$
1006,リート,「…………」,L-01a,back-005-sun,,,V-1006,,$
1007,メイア,（リートさん、ずっと無言だけど……）,M-04,back-005-sun,,,,,$
1008,リート,「……すまないな、メイア。面倒なのが来て」,L-01,back-005-sun,,,V-1008,,$
1009,メイア,「面倒なんて！　優しい人ですよ」,M-01,back-005-sun,,,,,$
1010,テオドア,「ふふっ、ありがとう」,T-02,back-005-sun,,,V-1010,,$
1011,リート,「彼は各地を点々としているんだが、時折こうしてアインへ戻ってくるんだ」,L-01,back-005-sun,,,V-1011,,$
1012,リート,「一応、街に家もあるんだが……生活能力が著しく低くてな。大抵こうして押しかけてくる」,L-03,back-005-sun,,,V-1012,,$
1013,テオドア,"「ひどいな。今回はキミが手紙を寄越したんじゃないか。
ちゃんと自分の家に戻ったんだよ。前回と違って」",T-01,back-005-sun,,,V-1013,,$
1014,メイア,「あ……もしかして」,M-05,back-005-sun,,,,,$
1015,リート,"「この前お前に頼んだのは、テオドアへの手紙だ。
『Close』の看板がかかった裏通りの……あれは、こいつの家なんだ」",L-01,back-005-sun,,,V-1015,,$
1016,テオドア,"「家というか、ほぼ研究所みたいになってるんだけどね。
生活感はゼロだし、あるものといえば薬草か薬か。……だからこうしてリートの屋敷にお世話になってるんだ」",T-01,back-005-sun,,,V-1016,,$
1017,リート,「押しかけられて仕方なく、だ。野垂れ死なれても気分が悪い」,L-04,back-005-sun,,,V-1017,,$
1018,リート,"「……今回も暫く滞在するのだろう。
悪いが、食事の用意を頼む。それと、客間の準備を」",L-01,back-005-sun,,,V-1018,,$
1019,メイア,「はい、お任せください」,M-01,back-005-sun,,,,,$
1020,メイア,"「そうだ、それでは何かリクエストはありますか？
今から買い出しに行くのでなんでも仰ってください」",M-01,back-005-sun,,,,,$
1021,テオドア,"「わあ、本当？　嬉しいな。
それじゃあ、うーん……リート、メイアさんの料理でおすすめの品は？」",T-01,back-005-sun,,,V-1021,,$
1022,リート,「は……俺の？」,L-05,back-005-sun,,,V-1022,,$
1023,テオドア,「だってリートの方がわかるだろ。何が美味しいの？」,T-01,back-005-sun,,,V-1023,,$
1024,リート,「何を作らせても間違いは無い。好きなものを頼めばいい」,L-01,back-005-sun,,,V-1024,,$
1025,テオドア,"「それじゃあ、質問を変えるよ。
リートはメイアさんの手料理の中で何が好きなの？」",T-01,back-005-sun,,,V-1025,,$
1026,リート,「……何故そんなことを聞く」,L-03,back-005-sun,,,V-1026,,$
1027,リート,「気になるから」,T-02,back-005-sun,,,V-1027,,$
1028,リート,「…………」,L-07,back-005-sun,,,V-1028,,$
1029,メイア,「あ、あの……」,M-04,back-005-sun,,,V-1029,,$
1030,テオドア,「ほら、ちゃんと答えないとメイアさんも悲しむよ。ね？」,T-01,back-005-sun,,,V-1030,,$
1031,メイア,「えっ？ い、いや……そんなことは……」,M-04,back-005-sun,,,,,$
1032,リート,「……」,L-01a,back-005-sun,,,V-1032,,$
1033,リート,「…………」,L-01a,back-005-sun,,,V-1033,,$
1034,リート,「………………が、」,L-01a,back-005-sun,,,V-1034,,$
1035,テオドア,「ん？」,T-01,back-005-sun,,,V-1035,,$
1036,リート,「……肉じゃが、は……悪くないと思う」,L-09,back-005-sun,,,V-1036,,$
1037,メイア,「！」,M-05,back-005-sun,,,,,$
1038,テオドア,"「にくじゃが……ああ、東洋の。
すごいや、そんなものも作れるんだ」",T-01,back-005-sun,,,V-1038,,$
1039,メイア,"「あ、はい。作り方自体は簡単なんですよ。以前、本で読んで試してみたんです。
リートさんは濃いめの味付けのものよりも、あっさりめのものがお好きなんですよね」",M-01,back-005-sun,,,,,$
1040,テオドア,"「ふふ、そうなんだ。それじゃあ、今夜も肉じゃがをお願いしてもいいかな？
ボクも食べたくなっちゃった。リートの好きな肉じゃが」",T-02,back-005-sun,,,V-1040,,$
1041,メイア,「はい！　腕によりをかけて作らせていただきますね。それでは、失礼いたします」,M-02,back-005-sun,,,,,$
,,,,,,SE-015,,スライドアウト,$
,,,,,,,,スライドイン,$
1042,メイア,（……リートさんが、褒めてくれた！）,,back-015-sun,,,,,$
,,,,,,SE-002,,フェードアウト,$
,,,,,,,,フェードイン,$
1043,テオドア,「初耳だな。キミってあっさりしたものが好きだったんだ。それじゃ、この辺の食事は合わないよね」,T-01,back-005-sun,,,V-1043,,$
1044,リート,「……お前、わざとだろう」,L-06,back-005-sun,,,V-1044,,$
1045,テオドア,"「だって、そりゃあ。あのリートが誰かと一緒に過ごしているなんて思わないだろ。
それもあんな女の子と。仲もいいようだし……」",T-02,back-005-sun,,,V-1045,,$
1046,テオドア,「……一体、どういう風の吹き回し？」,T-01,back-005-sun,,,V-1046,,$
1047,リート,"「……別に、なんて事はない。
 屋敷前で拾って、行先が見つかるまで寝床を提供している。それだけのことだ」",L-08,back-005-sun,,,V-1047,,$
1048,テオドア,「え、それじゃああの子いなくなっちゃうの？」,T-04,back-005-sun,,,V-1048,,$
1049,リート,"「暫くすればな。元々そういう約束だ。
……そうでなければ、置いたりしない」",L-01a,back-005-sun,,,V-1049,,$
1050,テオドア,「……そう。残念だな」,T-04,back-005-sun,,,V-1050,,$
1051,リート,「――それより、手紙の件は？」,L-01,back-005-sun,,,V-1051,,$
1052,テオドア,"「ああ、うん。薬の追加分ね。でも、どうしたの。
いつもこんな、手紙で急かすことなんてないじゃない」",T-01,back-005-sun,,,V-1052,,$
1053,リート,「分かるだろう、状況が状況だ。余裕があった方がいい。……それに」,L-01,back-005-sun,,,V-1053,,$
1054,リート,「……以前よりも、効きが薄くなっている気がするんだ」,L-03,back-005-sun,,,V-1054,,$
1055,テオドア,「……！」,T-03,back-005-sun,,,V-1055,,$
1056,リート,「俺の考えすぎという可能性もある。メイアがいるせいで気を張っているのかもしれない。……だが、夜になると……」,L-03,back-005-sun,,,V-1056,,$
1057,テオドア,「……そう。薬が効いていないわけではないんだね」,T-03,back-005-sun,,,V-1057,,$
1058,リート,「ああ。効いてはいる」,L-01,back-005-sun,,,V-1058,,$
1059,テオドア,「分かった。次のものはもう少し薬効を強めてみるよ。……しかし、ここに来てどうして……」,T-01,back-005-sun,,,V-1059,,$
1060,テオドア,（薬が適応されつつあるのか、あるいは……）,T-03,back-005-sun,,,V-1060,,$
1061,テオドア,（……どちらにしても、現時点では判断がつかないな）,T-03,back-005-sun,,,V-1061,,$
1062,テオドア,「僕は暫くここにいることになるだろうから、何か少しでも変わったことがあれば報告して。いいね？」,T-01,back-005-sun,,,V-1062,,$
1063,リート,「分かっている。……すまないな、苦労をかけて」,L-01,back-005-sun,,,V-1063,,$
1064,テオドア,「今更だよ。気にしないで」,T-02,back-005-sun,,,V-1064,,$
1065,テオドア,「それにね、悪いニュースばかりじゃないよ。まだ調整が必要だから、すぐにってわけにはいかないんだけど……『あれ』の完成に目途が立った」,T-01,back-005-sun,,,V-1065,,$
1066,リート,「……！　本当か！」,L-05,back-005-sun,,,V-1066,,$
1067,テオドア,「うん。これが完成すれば、キミの体だって……」,T-01,back-005-sun,,,V-1067,,$
1068,テオドア,「こっちも並行して進めておくよ。完成したらすぐに教える」,T-01,back-005-sun,,,V-1068,,$
1069,リート,「ああ。……ありがとう、テオドア」,L-01,back-005-sun,,,V-1069,,$
1070,テオドア,「どういたしまして。肉じゃがのお礼だよ」,T-01,back-005-sun,,,V-1070,,$
1071,リート,「む……」,L-03,back-005-sun,,,V-1071,,$
1072,テオドア,「ふふっ」,T-02,back-005-sun,BGM-002フェードアウト,,V-1072,,$
,,,,,,,,フェードアウト（3秒待つ）,$
,,,,,,,,フェードイン,$
1073,メイア,「…………」,M-04,back-013-night,BGM-002,,,,$
1074,テオドア,「やあ、メイアさん」,T-01,back-013-night,,,V-1074,,$
1075,メイア,「あ……テオドアさん」,M-01,back-013-night,,,,,$
1076,テオドア,「いいよ、そんな堅苦しくなくて。もっと気軽にテオって呼んで。リートは中々呼んでくれなくて、ちょっと寂しいんだ」,T-02,back-013-night,,,V-1076,,$
1077,メイア,「は、はい……それじゃあ、テオさん」,M-01,back-013-night,,,,,$
1078,テオドア,「うん、ありがとう」,T-02,back-013-night,,,V-1078,,$
1079,テオドア,「そうだ。夕食、ご馳走様。とっても美味しかったよ。肉じゃがはリートの言う通り絶品だったし」,T-01,back-013-night,,,V-1079,,$
1080,メイア,「本当ですか？　ありがとうございます」,M-02,back-013-night,,,,,$
1081,テオドア,"「あれ、確か極東の島国の料理だよね？
キミは異文化に興味があるのかな」",T-01,back-013-night,,,V-1081,,$
1082,メイア,「いえ、たまたまです。書庫にそういった本があるのを見つけて、見よう見まねで。あまり字は読めないので、所々わたしが勝手にアレンジしてしまっているんですけど」,M-01,back-013-night,,,,,$
1083,テオドア,「そうなんだ。なら、キミは料理の才能があるんだね」,T-01,back-013-night,,,V-1083,,$
1084,メイア,「長くやっていただけです。子供のころからずっと、下働きをしていましたから」,M-01,back-013-night,,,,,$
1085,テオドア,「下働き……そういえば、リートがキミのことを『拾った』って言っていたけれど……」,T-01,back-013-night,,,V-1085,,$
1086,メイア,「言葉の通りです。前の主人の怒りを買ってしまい、追われていたところをリートさんに助けていただいたんです」,M-01,back-013-night,,,,,$
1087,メイア,「三か月間、ここにいていいと仰って頂いて……本当に、リートさんには感謝してもしつくせません」,M-01,back-013-night,,,,,$
1088,テオドア,「なるほどね。それで、ここでメイドをしているんだ。……ここの花も、キミが？」,T-01,back-013-night,,,V-1088,,$
1089,メイア,「はい！　レインリリーという花です。日光が無くても咲く、唯一の花だと聞きました」,M-02,back-013-night,,,,,$
1090,テオドア,「レインリリー……また、随分難しい花を育ててるね」,T-01,back-013-night,,,V-1090,,$
1091,メイア,「ええ、でも……わたし、どうしてもここでお花を咲かせて見せたくて」,M-01,back-013-night,,,,,$
1092,メイア,「お花、育てるの夢だったんです。それで……折角なら、初めて育てたお花はリートさんにプレゼントしたいなって」,M-01,back-013-night,,,,,$
1093,テオドア,「リートに？」,T-01,back-013-night,,,V-1093,,$
1094,メイア,「わたし、三か月経ったらここを出なければならないんです。ですから、その前に……リートさんにお礼として、綺麗なお花をあげたいんです」,M-01,back-013-night,,,,,$
1095,メイア,「レインリリーなら、陽の差さないお屋敷でも楽しめるでしょう？」,M-01,back-013-night,,,,,$
1096,テオドア,「……なるほどね。いいじゃないか、きっと喜ぶよ」,T-02,back-013-night,,,V-1096,,$
1097,テオドア,"「あいつ、表情硬くて分かりづらくて面倒な奴だけど……メイアさんのことは気に入ってるから。
そんなことされたら嬉しくてキミを手放せなくなっちゃうかもね」",T-01,back-013-night,,,V-1097,,$
1098,メイア,「ふふ、それくらい喜んでくれるといいんですけど」,M-02,back-013-night,,,,,$
1099,テオドア,"「喜ぶよ。……そうだ、僕も水やりを手伝っていいかな。
キミの話を聞いていたら、レインリリーに興味が出てきちゃった」",T-02,back-013-night,,,V-1099,,$
1100,メイア,"「いいんですか？　ありがとうございます。
では、このジョウロを使ってください。わたしは向こうから持ってきますから」",M-02,back-013-night,,,,,$
1101,テオドア,「うん、ありがとう――っと、」,T-01,back-013-night,,,V-1101,,$
1102,メイア,「あ……っ、ごめんなさい！　手が滑って……」,M-05,back-013-night,,,,,$
1103,テオドア,「ううん、僕もちゃんと掴まなかったから」,T-01,back-013-night,,,V-1103,,$
,,,,back-013-night,,,,N-object-006表示,$
1104,テオドア,「……！」,T-03,back-013-night,,,V-1104,,$
1105,メイア,「……？　テオさん？」,M-04,back-013-night,,,,,$
1106,テオドア,「……あ……いや、ごめん。なんでもないよ」,T-01,back-013-night,,,V-1106,,$
1107,メイア,「そう、ですか？　何か、具合が悪そうに見えましたが……」,M-04,back-013-night,,,,,$
1108,テオドア,「ううん。大丈夫。これでも医者だからね、ちゃんと体調管理はしてるよ」,T-01,back-013-night,,,V-1108,,$
1109,メイア,「あ……そうですよね。なら、良かったです」,M-01,back-013-night,,,,,$
1110,メイア,"「では、わたしはジョウロを持ってきますね。
テオさんはここから先の花壇をお願いします」",M-01,back-013-night,,,,,$
1111,テオドア,「うん、わかった」,T-01,back-013-night,BGM-002フェードアウト,,V-1111,,$
,,,,back-013-night,,SE-006,,,$
1112,テオドア,「…………」,T-03,,BGM-001,,V-1112,,$
1113,テオドア,（さっきの感覚……間違いない。まさか……なら、あの話はもしかして……）,T-03,,,,V-1113,,$
1114,テオドア,（いや……だけど、決めつけるのは早い。それに、彼女はリートの……）,T-03,,,,V-1114,,$
1115,テオドア,"「……ああ、嫌だな。
……最高のニュースと最悪のニュースが、同時に出てくるなんて」",T-04,,BGM-001フェードアウト,,V-1115,,$
,,,,,,,,フェードアウト,$
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
