,キャラ名,台詞,立ち絵・表情,背景,BGM,SE,ボイス,備考,$
848,メイア,「え？ えっと……あ、三時です」,M-01,back-009,,,,,$
849,リート,"「そうか。すまない、締め切りが近くてな。
あまりゆっくりしていられない」",L-01,back-009,,,V-0849,,$
850,メイア,「あ、そうだったんですね。すみません、お引き止めしちゃって」,M-04,back-009,,,,,$
851,リート,"「話しかけたのは俺だ、構わない。
……悪いが、少しそこをどいてくれるか？ 確かこの棚に本があったはずでな」",L-01,back-009,,,V-0851,,$
,,,,back-009,,SE-011,,,$
852,メイア,（……？）,M-10,back-009,,,,,$
853,メイア,「あの……リートさん」,M-01,back-009,,,,,$
854,リート,「……ん、なんだ？」,L-01,back-009,,,V-0854,,$
855,メイア,「リートさんの胸ポケットのチェーンって、懐中時計じゃないんですか？」,M-04,back-009,,,,,$
856,リート,「……ああ、これか。これは……確かにそうだが、壊れているんだ」,L-01,back-009,,,V-0856,,$
857,リート,"「ただ持ち歩いているだけで、時計としての役割は果たしていない。
……身につけているのが習慣になってしまっていてな」",L-01,back-009,,,V-0857,,$
,,,,back-009,,,,N-object-005表示,$
858,メイア,「わ、すごい綺麗……」,M-05,back-009,,,,,$
859,メイア,「こんな立派なのに、ちゃんと時計として使えないなんて勿体ないですね……」,M-04,back-009,,,,,$
860,リート,「……気に入ったなのなら、お前にやる」,L-01,back-009,,,V-0860,,$
861,メイア,"「……えっ！？ も、貰えませんよ！
大切なものじゃないんですか？」",M-05,back-009,,,,,$
862,リート,「過去の話だ。俺が持っていても……意味は無いだろうから」,L-01a,back-009,,,V-0862,,$
863,メイア,「……でも……」,M-04,back-009,,,,,$
864,リート,"「どちらにせよ、近々処分する予定だった。
貰ってくれたほうがこれも救われるだろう」",L-01,back-009,,,V-0864,,$
865,メイア,「……な、なら……ありがとう、ございます」,M-04,back-009,,,,,$
866,リート,「ああ」,L-01,back-009,,,V-0866,,$
867,リート,「メイア、お前も折を見て休憩するといい。ではな」,L-01,back-009,,,V-0867,,$
,,,,back-009,,SE-012,,リートフェードアウト,$
,,,,back-009,,,,N-object-005表示,$
868,メイア,「これ……本当に貰っちゃっていいのかな」,M-04,back-009,,SE-013,,,$
869,メイア,「……んん、確かに動かない」,M-04,back-009,,,,,$
870,メイア,「直せないのかな。大事なものだろうし……」,M-04,back-009,,,,,$
871,メイア,「街に時計屋さんがあったはず。ちょっと行ってみようかな」,M-01,back-009,BGM-002フェードアウト,,,,$
,,,,,,,,スライドアウト,$
,,,,,,,,スライドイン,$
872,店主,「……ううむ」,S-04,back-020,BGM-007,,,,$
873,メイア,「ど、どうですか……？」,M-04,back-020,,,,,$
874,店主,「歯車がいかれてるな。部品を交換しないことには動かんよ」,S-04,back-020,,,,,$
875,メイア,「だったら、交換したら直るんですね！ お金はお支払いします、修理していただけませんか？」,M-01,back-020,,,,,$
876,店主,「その気持ちは山々なんだが……すまないね、お嬢ちゃん。これは直せない」,S-04,back-020,,,,,$
877,店主,"「これに使われている歯車はもう製造されていないんだよ。うちにもストックは無い。
もう何十年も前に廃番になっているから」",S-04,back-020,,,,,$
878,メイア,「そんな……」,M-04,back-020,,,,,$
879,店主,「むしろ、こんな珍しいものを良く持っているね。100年前の骨董品だよ。コレクターなら大枚叩いてでも欲しいだろうに」,S-04,back-020,,,,,$
880,メイア,「ご主人様のものなんです。その、もう使えないからと貰ってしまって……」,M-04,back-020,,,,,$
881,店主,「そうか……すまんなあ。部品さえあれば、なんだが……」,S-04,back-020,,,,,$
882,メイア,「あの、なら……まだ部品があるお店って、ありますか？」,M-01,back-020,,,,,$
883,店主,「そうだね……普通の店にはまず無いだろう。あるとすれば、もっと大きい……」,S-04,back-020,,,,,$
884,店主,「……軍本部にだったら、当時のものが残っているかもね」,S-04,back-020,,,,,$
,,,,back-020,,SE-014,,,$
885,クライン,「よ、じいさん。最近どうだ？」,K-01,back-020,,,V-0885,,$
886,メイア,「……あ！」,M-05,back-020,,,,,$
887,クライン,「は……メイア？ なんでこんなとこ……っつーかなんだその顔」,K-05,back-020,,,V-0887,,$
888,店主,「おお、クライン。丁度いいところに」,S-04,back-020,,,,,$
889,クライン,「丁度いい………？」,K-07,back-020,,,V-0889,,$
890,店主,"「お前さん、軍にこの歯車が残ってるか知らないか？
昔はよく使っていたものだから、もしかすると思ってな」",S-04,back-020,,,,,$
891,クライン,「はあ？ 歯車？ なんで」,K-05,back-020,,,V-0891,,$
892,メイア,「直したい時計があるの。これなんだけど……」,M-01,back-020,,,,,$
893,クライン,「……へえ、なんかきれいだな。細工とか……これ、あんたのか？」,K-01,back-020,,,V-0893,,$
894,メイア,「うーんと、一応……？ ご主人様に貰ったんだけど……」,M-04,back-020,,,,,$
895,クライン,「……メイアのご主人様……」,K-07,back-020,,,V-0895,,$
896,メイア,（……な、なんか変な目で見られてる）,M-04,back-020,,,,,$
897,メイア,"「えっと、その……だから、もし直せるなら直したくて。
クライン、分からないかな？」",M-01,back-020,,,,,$
898,クライン,"「……っつっても、俺は実働部隊だからな。
こういうの管理してるのって後方のやつだし……」",K-10,back-020,,,V-0898,,$
899,クライン,「……あ」,K-02,back-020,,,V-0899,,$
900,メイア,「な、何か心当たりある！？」,M-05,back-020,,,,,$
901,クライン,"「心当たりっていうか……うちの隊長なら、もしかしたら知ってるかも。
あの人、モノいじりとか結構するし。部屋にこういうのも散らばってたから」",K-01,back-020,,,V-0901,,$
902,メイア,「本当！？」,M-05,back-020,,,,,$
903,クライン,「だからって貰えるとは限らないぞ。隊長のモンだし、っつーかこの歯車があるって決まったわけじゃないし」,K-02,back-020,,,V-0903,,$
904,メイア,「それでも大丈夫！ お願い、隊長さんに聞いてもらってみてもいいかな……？」,M-01,back-020,,,,,$
905,クライン,「隊長なら、今日は街に出てるはずだぜ。メイアが直接聞いたほうが早いだろ。行くか？」,K-01,back-020,,,V-0905,,$
906,メイア,「うんっ、お願いします！」,M-02,back-020,BGM-007フェードアウト,,,,$
,,,,,,,,フェードアウト,$
,,,,,,,,フェードイン,$
907,クライン,「――あ、いたいた。グレイさん！」,K-01,back-006,BGM-004,,V-0907,,$
908,グレイ,「ん……ああ、クライン。商店街はもう回り終わったんか？」,G-01,back-006,,,V-0908,,$
909,クライン,「いちおー。なんも無かったぜ。吸血鬼もいないし」,K-01,back-006,,,V-0909,,$
910,クライン,「でさ、ちょっとグレイさんに聞きたいことがあって……」,K-02,back-006,,,V-0910,,$
911,メイア,「は、初めまして！ メイア・レオミュールと言います！」,M-01,back-006,,,,,$
912,グレイ,「……ん？」,G-03,back-006,,,V-0912,,$
913,クライン,"「こいつが今、古い歯車探してるって言うんだ。
グレイさん、部品とか色々持ってるだろ？ それで……」",K-01,back-006,,,V-0913,,$
914,グレイ,「ああ、なんや。クラインの彼女かと思うた」,G-01,back-006,,,V-0914,,$
915,クライン,「ちっげーよ！ で、えっと……なんだっけ」,K-06,back-006,,,V-0915,,$
916,メイア,「あ、はい！ この時計の部品なんですけど……」,M-01,back-006,,,,,$
917,グレイ,"「ほお……こりゃまた随分古い時計やなあ。それによう手入れされとる。
メイアさん、やったっけ。ようこんなん持っとるな」",G-06,back-006,,,V-0917,,$
918,メイア,「ご主人様のものなんです。お譲り頂いたんですけど、大切なものらしいですし、ちゃんと動くようにしてお返ししたいなって……」,M-01,back-006,,,,,$
919,グレイ,「ふうん……なるほどな。中、見さしてもろてええか？」,G-01,back-006,,,V-0919,,$
920,メイア,「はい、お願いします」,M-01,back-006,,,,,$
921,グレイ,「…………」,G-03,back-006,,,V-0921,,$
922,グレイ,「これか。確か一つ持ってたな」,G-03,back-006,,,V-0922,,$
923,メイア,「本当ですか！」,M-05,back-006,,,,,$
924,グレイ,「ああ。クラインに渡せばええか？」,G-01,back-006,,,V-0924,,$
925,メイア,「い、いいんですか？　貴重な部品だってお伺いしたんですけど……」,G-04,back-006,,,,,$
926,グレイ,「ええよええよ。アレ、使いにくくてな。箪笥の肥やしになるよりよっぽどええ」,G-01,back-006,,,V-0926,,$
927,メイア,「……！　ありがとうございます！！」,M-02,back-006,,,,,$
928,グレイ,「いいえ。自分、ええ子やな。ご主人様のためなんやろ？」,G-01,back-006,,,V-0928,,$
929,メイア,「いえ、そんなことないです。ご主人様にはお世話になりっぱなしで……もっと頑張らないと」,M-01,back-006,,,,,$
930,グレイ,「そうか。自分の主さんは幸せもんやね」,G-02,back-006,,,V-0930,,$
931,グレイ,「ほなら、見付けたらクラインに運ばせるわ。ちょっと待っててな」,G-01,back-006,,,V-0931,,$
932,メイア,「はい、ありがとうございます！　えっと……」,M-01,back-006,,,,,$
933,グレイ,「……ん、そうか。自己紹介してへんかったな」,G-01,back-006,,,V-0933,,$
934,グレイ,"「――グレイ・シュタインや。グレイ、でええよ。
いつもうちのクラインが世話になってるようで、おおきに」",G-02,back-006,,,V-0934,,$
935,クライン,"「……じゃあ、グレイさんから貰ったらあんたに渡すよ。
時計屋のじいさんに直してもらいな」",K-01,back-006,,,V-0935,,$
936,メイア,「うん。本当にありがとう、クラインも！」,M-02,back-006,,,,,$
937,クライン,「……おう」,K-10,back-006,BGM-004フェードアウト,,V-0937,,$
,,,,,,,,フェードアウト（３秒待つ）,$
,,,,,,,,フェードイン,$
938,クライン,「……」,K-07,back-016,BGM-006,,V-0938,,$
939,グレイ,「――ああ、あった。ほら、クライン」,G-01,back-016,,,V-0939,,$
940,クライン,「わ……っと」,G-01,back-016,,,V-0940,,$
941,グレイ,「それや、歯車。お嬢ちゃんに渡しといてくれ。失くさんようにな」,K-02,back-016,,,V-0941,,$
942,クライン,「……ん」,K-07,back-016,,,V-0942,,$
943,クライン,「……」,G-03,back-016,,,V-0943,,$
944,グレイ,「……あの子、何かあるんか？」,K-07,back-016,,,V-0944,,$
945,クライン,「え、ああ……いや」,G-01,back-016,,,V-0945,,$
946,グレイ,「おまえがそんなに思い悩むなんて珍しい。あ……やっぱり片想い――」,K-08,back-016,,,V-0946,,$
947,クライン,「だから、そういうんじゃねーって！ ただ、その……」,G-01,back-016,,,V-0947,,$
948,グレイ,「その？」,K-07,back-016,,,V-0948,,$
949,クライン,「……まあ、グレイさんになら言ってもいいか」,K-02,back-016,,,V-0949,,$
950,クライン,「メイア……あいつの屋敷のことなんだけど……」,K-02,back-016,,,V-0950,,$
951,クライン,「あいつ……何か、隠してるのかもしれない」,K-08,back-016,,,V-0951,,$
952,グレイ,「……ほう？」,G-03,back-016,,,V-0952,,$
953,クライン,"「あいつの屋敷、『迷いの森』の奥にあるって言うんだ。でもおかしいだろ。
あんなとこ、人が住むとこじゃない。それにそもそも、住所登録だって無い。なのに……」",K-02,back-016,,,V-0953,,$
954,クライン,"「主人は、メイアの話を聞く限り悪い奴じゃないんだろうけど……
普通ならそんなとこ住まないだろ。何か後ろめたいものでもあるんじゃないか？」",K-02,back-016,,,V-0954,,$
955,クライン,「……まあ全部、オレの勝手な推測なんだけど」,K-07,back-016,,,V-0955,,$
956,グレイ,「…………」,G-03,back-016,,,V-0956,,$
957,グレイ,「……なるほどな。話してくれておおきに」,G-03,back-016,,,V-0957,,$
958,グレイ,「ふーむ……現段階では情報が少なすぎるからな。なんとも……」,G-03,back-016,,,V-0958,,$
959,グレイ,「わかった。少し俺の方でも調べてみるわ。もしかすると、時効を待ってる犯罪者の可能性もあるからな。やったら、お嬢ちゃんが危ない」,G-01,back-016,,,V-0959,,$
960,クライン,「グレイさん……ありがとな」,K-01,back-016,,,V-0960,,$
961,グレイ,「軍のためでもあるんや。気にせんとき」,G-01,back-016,,,V-0961,,$
962,グレイ,「何か進展があったらおまえにも教える。それまでは、今まで通り街の警備に当たっとき。間違っても、お嬢さんに変なこと言うなよ」,G-01,back-016,,,V-0962,,$
963,クライン,「わかってるよ。……よろしくな、グレイさん」,K-01,back-016,BGM-006フェードアウト,,V-0963,,$
,,,,,,,,フェードアウト。終了。,$
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
